t,sameInputNorm,sameInputBound,oldHistoryNorm,oldHistoryBound
13.4625,2.78044922013879,2.7804492201388,0.0946820999749327,0.094682099974931
13.475,2.77836466502956,2.77836466502957,0.094611115022636,0.0946111150226343
13.4875,2.77628167275054,2.77628167275054,0.094540183289094,0.0945401832890924
13.5,2.77420024213002,2.77420024213003,0.0944693047344076,0.094469304734406
13.5125,2.77212037199722,2.77212037199723,0.0943984793187075,0.094398479318706
13.525,2.7700420611822,2.77004206118221,0.0943277070021547,0.0943277070021531
13.5375,2.76796530851591,2.76796530851592,0.0942569877449396,0.0942569877449379
13.55,2.76589011283018,2.76589011283019,0.0941863215072825,0.0941863215072808
13.5625,2.76381647295771,2.76381647295772,0.0941157082494337,0.0941157082494321
13.575,2.76174438773208,2.76174438773209,0.0940451479316733,0.0940451479316717
13.5875,2.75967385598774,2.75967385598775,0.093974640514311,0.0939746405143095
13.6,2.75760487656002,2.75760487656003,0.0939041859576866,0.093904185957685
13.6125,2.75553744828511,2.75553744828512,0.0938337842221692,0.0938337842221677
13.625,2.75347157000009,2.7534715700001,0.0937634352681579,0.0937634352681564
13.6375,2.75140724054291,2.75140724054291,0.0936931390560815,0.0936931390560799
13.65,2.74934445875236,2.74934445875237,0.0936228955463981,0.0936228955463967
13.6625,2.74728322346815,2.74728322346816,0.0935527046995961,0.0935527046995946
13.675,2.74522353353082,2.74522353353083,0.0934825664761929,0.0934825664761914
13.6875,2.74316538778181,2.74316538778182,0.0934124808367358,0.0934124808367344
13.7,2.74110878506339,2.7411087850634,0.0933424477418016,0.0933424477418002
13.7125,2.73905372421874,2.73905372421875,0.0932724671519968,0.0932724671519954
13.725,2.73700020409189,2.73700020409189,0.0932025390279573,0.0932025390279558
13.7375,2.73494822352772,2.73494822352772,0.0931326633303484,0.0931326633303468
13.75,2.73289778137199,2.732897781372,0.0930628400198651,0.0930628400198635
13.7625,2.73084887647134,2.73084887647135,0.0929930690572317,0.0929930690572301
13.775,2.72880150767326,2.72880150767327,0.0929233504032022,0.0929233504032005
13.7875,2.7267556738261,2.7267556738261,0.0928536840185597,0.0928536840185579
13.8,2.72471137377907,2.72471137377908,0.0927840698641168,0.0927840698641151
13.8125,2.72266860638227,2.72266860638227,0.0927145079007157,0.092714507900714
13.825,2.72062737048662,2.72062737048663,0.0926449980892278,0.092644998089226
13.8375,2.71858766494395,2.71858766494395,0.0925755403905538,0.092575540390552
13.85,2.7165494886069,2.71654948860691,0.0925061347656237,0.0925061347656218
13.8625,2.71451284032902,2.71451284032903,0.0924367811753967,0.0924367811753948
13.875,2.71247771896468,2.71247771896469,0.0923674795808617,0.0923674795808598
13.8875,2.71044412336913,2.71044412336914,0.0922982299430362,0.0922982299430344
13.9,2.70841205239847,2.70841205239848,0.0922290322229676,0.0922290322229658
13.9125,2.70638150490966,2.70638150490967,0.0921598863817319,0.0921598863817302
13.925,2.70435247976052,2.70435247976053,0.0920907923804349,0.0920907923804332
13.9375,2.70232497580972,2.70232497580973,0.0920217501802112,0.0920217501802093
13.95,2.7002989919168,2.7002989919168,0.0919527597422242,0.0919527597422223
13.9625,2.69827452694212,2.69827452694213,0.091883821027667,0.0918838210276651
13.975,2.69625157974694,2.69625157974694,0.0918149339977616,0.0918149339977597
13.9875,2.69423014919334,2.69423014919335,0.0917460986137589,0.091746098613757
14,2.69221023414427,2.69221023414428,0.0916773148369391,0.0916773148369372
14.0125,2.69019183346353,2.69019183346354,0.0916085826286115,0.0916085826286095
14.025,2.68817494601577,2.68817494601577,0.0915399019501139,0.0915399019501119
14.0375,2.68615957066648,2.68615957066649,0.0914712727628135,0.0914712727628115
14.05,2.68414570628203,2.68414570628203,0.0914026950281065,0.0914026950281045
14.0625,2.6821333517296,2.68213335172961,0.0913341687074178,0.0913341687074158
14.075,2.68012250587726,2.68012250587726,0.0912656937622014,0.0912656937621995
14.0875,2.67811316759389,2.6781131675939,0.0911972701539403,0.0911972701539383
14.1,2.67610533574926,2.67610533574926,0.091128897844146,0.091128897844144
14.1125,2.67409900921394,2.67409900921395,0.0910605767943592,0.0910605767943571
14.125,2.67209418685939,2.6720941868594,0.0909923069661491,0.090992306966147
14.1375,2.67009086755789,2.6700908675579,0.0909240883211143,0.0909240883211121
14.15,2.66808905018257,2.66808905018258,0.0908559208208813,0.0908559208208792
14.1625,2.66608873360742,2.66608873360742,0.0907878044271063,0.0907878044271041
14.175,2.66408991670724,2.66408991670725,0.0907197391014736,0.0907197391014715
14.1875,2.66209259835772,2.66209259835772,0.0906517248056965,0.0906517248056945
14.2,2.66009677743535,2.66009677743536,0.0905837615015171,0.0905837615015151
14.2125,2.65810245281749,2.6581024528175,0.0905158491507059,0.0905158491507038
14.225,2.65610962338233,2.65610962338233,0.0904479877150622,0.0904479877150602
14.2375,2.6541182880089,2.65411828800891,0.090380177156414,0.090380177156412
14.25,2.65212844557708,2.65212844557709,0.0903124174366178,0.0903124174366159
14.2625,2.65014009496758,2.65014009496758,0.0902447085175588,0.0902447085175569
14.275,2.64815323506195,2.64815323506196,0.0901770503611508,0.0901770503611489
14.2875,2.64616786474259,2.6461678647426,0.0901094429293359,0.090109442929334
14.3,2.64418398289272,2.64418398289273,0.090041886184085,0.0900418861840832
14.3125,2.64220158839641,2.64220158839642,0.0899743800873974,0.0899743800873958
14.325,2.64022068013857,2.64022068013857,0.0899069246013011,0.0899069246012995
14.3375,2.63824125700492,2.63824125700493,0.0898395196878523,0.0898395196878507
14.35,2.63626331788206,2.63626331788206,0.0897721653091357,0.089772165309134
14.3625,2.63428686165737,2.63428686165738,0.0897048614272644,0.0897048614272627
14.375,2.63231188721912,2.63231188721913,0.0896376080043801,0.0896376080043784
14.3875,2.63033839345638,2.63033839345638,0.0895704050026526,0.0895704050026509
14.4,2.62836637925905,2.62836637925905,0.0895032523842803,0.0895032523842786
14.4125,2.62639584351787,2.62639584351788,0.0894361501114898,0.0894361501114881
14.425,2.62442678512443,2.62442678512444,0.0893690981465361,0.0893690981465344
14.4375,2.62245920297113,2.62245920297113,0.0893020964517024,0.0893020964517007
14.45,2.62049309595119,2.6204930959512,0.0892351449893003,0.0892351449892987
14.4625,2.61852846295869,2.6185284629587,0.0891682437216697,0.0891682437216681
14.475,2.61656530288852,2.61656530288853,0.0891013926111785,0.0891013926111769
14.4875,2.61460361463641,2.61460361463641,0.089034591620223,0.0890345916202215
14.5,2.61264339709889,2.6126433970989,0.0889678407112277,0.0889678407112261
14.5125,2.61068464917336,2.61068464917336,0.0889011398466451,0.0889011398466435
14.525,2.608727369758,2.60872736975801,0.088834488988956,0.0888344889889544
14.5375,2.60677155775187,2.60677155775187,0.0887678881006692,0.0887678881006677
14.55,2.6048172120548,2.60481721205481,0.0887013371443219,0.0887013371443204
14.5625,2.60286433156748,2.60286433156749,0.0886348360824792,0.0886348360824776
14.575,2.60091291519142,2.60091291519143,0.088568384877734,0.0885683848777325
14.5875,2.59896296182894,2.59896296182895,0.0885019834927077,0.0885019834927061
14.6,2.5970144703832,2.5970144703832,0.0884356318900494,0.0884356318900478
14.6125,2.59506743975816,2.59506743975817,0.0883693300324365,0.0883693300324348
14.625,2.59312186885863,2.59312186885864,0.088303077882574,0.0883030778825722
14.6375,2.59117775659022,2.59117775659022,0.0882368754031951,0.0882368754031933
