conditionIndex,condition,perturbation,level,protocol,n,meanNRMSE,sdNRMSE,medianNRMSE,q25NRMSE,q75NRMSE
4,J=0.65,gain_mismatch_sigma,0.1,pca_readout_recalibrated,30,0.269140212087944,0.00923401517673787,0.267668194446781,0.264972189020541,0.2757926204658
4,J=0.65,gain_mismatch_sigma,0.1,zero_shot,30,26.5694413357542,29.5288906866635,16.8970868383395,5.52092067570946,36.7107861307851
4,J=0.65,quantization_bits,6,pca_readout_recalibrated,30,0.305162696364273,0.0196884454304447,0.303026891759607,0.290698187505074,0.310718605777708
4,J=0.65,quantization_bits,6,zero_shot,30,0.758586101669926,0.546986079278826,0.554025835646292,0.352708392209663,0.849537452078496
4,J=0.65,quantization_bits,8,pca_readout_recalibrated,30,0.287146996907276,0.0199149630136734,0.282326248864404,0.273343331994166,0.295196251166021
4,J=0.65,quantization_bits,8,zero_shot,30,0.387400599635353,0.158261187179302,0.307622882908866,0.276173263051292,0.427677205141788
4,J=0.65,quantization_bits,12,pca_readout_recalibrated,30,0.32568900604478,0.0769755086933388,0.283190624170804,0.27095428212436,0.377173597571468
4,J=0.65,quantization_bits,12,zero_shot,30,0.342280453153006,0.105611616596989,0.283615896219165,0.271627810131459,0.391590525208408
4,J=0.65,retained_channel_fraction,0.25,pca_readout_recalibrated,30,0.271797995405423,0.0096640480316503,0.273546981372671,0.264028568947174,0.279144664498929
4,J=0.65,retained_channel_fraction,0.25,zero_shot,30,6.72987230651475,5.77324845052474,5.90066252971496,2.67069673640247,8.35641798931252
4,J=0.65,retained_channel_fraction,0.5,pca_readout_recalibrated,30,0.271363541088287,0.0093756475893325,0.270369709335208,0.266897532157708,0.278841533367395
4,J=0.65,retained_channel_fraction,0.5,zero_shot,30,6.75403009811208,5.2682405670297,5.58963313274475,3.08412704032215,7.54715354851869
4,J=0.65,retained_channel_fraction,0.75,pca_readout_recalibrated,30,0.269722613742051,0.00926743370344201,0.269397563779207,0.265241860308119,0.277926552685305
4,J=0.65,retained_channel_fraction,0.75,zero_shot,30,5.96777110957018,3.86435662693856,5.81283424227988,2.77737051432532,6.91314142544858
4,J=0.65,sampling_jitter_fraction,0.01,pca_readout_recalibrated,30,0.269058862113578,0.00919255960485812,0.267612694414283,0.264931632606857,0.275713527213603
4,J=0.65,sampling_jitter_fraction,0.01,zero_shot,30,0.269216577830625,0.0091868840759931,0.267715250294069,0.265102043770532,0.27579001558498
4,J=0.65,sampling_jitter_fraction,0.05,pca_readout_recalibrated,30,0.268748096803406,0.0090541366815601,0.267343100815266,0.264788443726329,0.275405914275052
4,J=0.65,sampling_jitter_fraction,0.05,zero_shot,30,0.272039805791936,0.00889743660108342,0.270343178441524,0.26813880819628,0.278033035917281
4,J=0.65,sampling_jitter_fraction,0.1,pca_readout_recalibrated,30,0.268370669210341,0.00890362781981458,0.266905302351087,0.264609765509959,0.275036635993336
4,J=0.65,sampling_jitter_fraction,0.1,zero_shot,30,0.28103892709249,0.00835342772204394,0.278940189065936,0.277392448596295,0.287223396388404
4,J=0.65,shot_noise_photons,1000,pca_readout_recalibrated,30,0.363053575317499,0.0198967761040919,0.3613591801749,0.351278635259775,0.370928423196447
4,J=0.65,shot_noise_photons,1000,zero_shot,30,11.3047423051097,15.3561490053473,5.28018969408912,2.35014658073142,9.19116699767405
4,J=0.65,shot_noise_photons,10000,pca_readout_recalibrated,30,0.333764121733541,0.0278713199098412,0.33067240688151,0.318417289840364,0.337594393192927
4,J=0.65,shot_noise_photons,10000,zero_shot,30,3.60970230626177,4.81406441278921,1.7031198394213,0.774117047320485,2.91350861542172
4,J=0.65,shot_noise_photons,100000,pca_readout_recalibrated,30,0.30435017816349,0.0279294861060583,0.298301367752845,0.285509923499456,0.303770505346261
4,J=0.65,shot_noise_photons,100000,zero_shot,30,1.20940299150727,1.49343923634825,0.593225837432107,0.345561002143651,0.949544065872594
